_step,_timestamp,grad_norm,lr,loss_metrics/global_avg_loss,loss_metrics/global_max_loss,n_tokens_seen,throughput(tps),tflops,mfu(%),source
1,1777881179.468859,3.2695069313049316,1.1399999999999999e-07,12.959892272949219,13.12044906616211,50331648.0,28.329285726318826,4.215421213518995,1.4136752331137166,wandb
10,1777886633.737304,4.119555950164795,1.1399999999999999e-06,12.231961250305176,12.571184158325195,503316480.0,33.530929877068154,4.989430177602219,1.6732453323539378,wandb
20,1777888254.5659027,35.92957305908203,2.2799999999999998e-06,11.431896209716797,12.332963943481445,1006632960.0,320.2012816597116,47.64621629871614,15.978539870952947,wandb
30,1777888732.0684433,22.909799575805664,3.42e-06,9.602960586547852,10.60986328125,1509949440.0,366.34870141125384,54.51299063426147,18.28136758800514,wandb
40,1777889170.6090326,4.858471870422363,4.5599999999999995e-06,8.739457130432129,9.954036712646484,2013265920.0,370.560725435808,55.139743302736335,18.49155411026046,wandb
50,1777889580.2364898,5.840072154998779,5.7e-06,8.219597816467285,9.87089729309082,2516582400.0,420.4512482039071,62.56349447182469,20.981168465021046,wandb
60,1777889988.4854555,5.920380115509033,6.84e-06,7.877043724060059,9.033269882202148,3019898880.0,418.3783180278697,62.25504074225912,20.877726038757697,wandb
70,1777890390.6661434,3.2411038875579834,7.98e-06,7.484760284423828,8.738574981689453,3523215360.0,370.95659984516124,55.19864974320216,18.511308856403115,wandb
80,1777890810.5715246,5.130010604858398,9.119999999999999e-06,7.177734375,8.694865226745605,4026531840.0,403.31580740512976,60.0137266681466,20.126083430412745,wandb
90,1777891213.7272525,3.1898510456085205,1.026e-05,6.91671895980835,8.82206916809082,4529848320.0,411.02627773812867,61.16105104906935,20.510847841726232,wandb
100,1777891627.754393,2.8670759201049805,1.14e-05,6.683222770690918,8.572479248046875,5033164800.0,418.5158885858686,62.27551135539588,20.884591022666136,wandb
110,1777892422.7782457,3.726602554321289,1.254e-05,6.57930850982666,7.720842361450195,5536481280.0,403.52797304165387,60.04529709084005,20.136670824269743,wandb
120,1777892833.1252487,2.559297800064087,1.368e-05,6.380613803863525,7.986777305603027,6039797760.0,413.8551625277385,61.5819914521535,20.65201357400194,wandb
130,1777893234.5724714,2.560965061187744,1.4819999999999999e-05,6.24544620513916,7.916689872741699,6543114240.0,415.32331558212604,61.800453844391235,20.725276685238086,wandb
140,1777893652.1375282,1.8975204229354858,1.596e-05,6.114681243896484,8.953929901123047,7046430720.0,379.26503938963117,56.43495243877139,18.925912857482036,wandb
150,1777894076.3802764,2.03999400138855,1.71e-05,6.044682502746582,8.118412017822266,7549747200.0,396.5646536400269,59.00914938822232,19.789190401591984,wandb
160,1777894555.8832219,1.9542534351348877,1.8239999999999998e-05,5.939002990722656,8.224189758300781,8053063680.0,380.80016984363414,56.66338112362563,19.00251824469116,wandb
170,1777895034.4104998,2.416905403137207,1.9379999999999997e-05,5.903191089630127,7.665050983428955,8556380160.0,415.5079430486177,61.827926564542594,20.734489881760343,wandb
180,1777895462.831879,2.8874077796936035,2.052e-05,5.857481002807617,7.09950065612793,9059696640.0,400.0939702045033,59.53431462037274,19.965308764236866,wandb
190,1777895890.7532065,2.4692740440368652,2.166e-05,5.735089302062988,7.198098182678223,9563013120.0,401.7343210406841,59.77840018536904,20.04716481147818,wandb
200,1777896385.7376003,1.9567985534667969,2.28e-05,5.645139694213867,7.994151592254639,10066329600.0,176.89637378132065,26.32232714358878,8.82740302237669,wandb
210,1777897236.1487596,1.9292309284210205,2.28e-05,5.555268287658691,6.793335914611816,10569646080.0,376.2178674696151,55.98153072962672,18.773854259323866,wandb
220,1777897944.79978,2.5237467288970947,2.28e-05,5.523440837860107,8.23682975769043,11072962560.0,209.45327527051194,31.166821089176818,10.452042829635726,wandb
230,1777898410.4676058,2.012774705886841,2.28e-05,5.41390323638916,8.008020401000977,11576279040.0,384.4896143577756,57.21237352750274,19.18662724002469,wandb
240,1777898851.8194654,1.3709580898284912,2.28e-05,5.326003551483154,6.711343288421631,12079595520.0,343.1938359436424,51.06752744710927,17.12590393975537,wandb
250,1777899264.7325184,1.9094798564910889,2.28e-05,5.288153648376465,6.452601432800293,12582912000.0,407.42399505255247,60.62502839757826,20.331088356631188,wandb
260,1777899680.7533672,1.4147388935089111,2.28e-05,5.2032976150512695,6.812712669372559,13086228480.0,353.22943566918025,52.56083301019714,17.626695908832637,wandb
270,1777900253.6632707,1.5213181972503662,2.28e-05,5.122798919677734,6.31777286529541,13589544960.0,396.585893024524,59.012309826252284,19.790250279773176,wandb
280,1777900662.0029125,1.3797740936279297,2.28e-05,5.067683219909668,7.276180744171143,14092861440.0,401.94070429533315,59.80911018484334,20.057463655524064,wandb
290,1777901276.9832714,1.4736332893371582,2.28e-05,5.006567001342773,6.656181335449219,14596177920.0,318.75428451211127,47.430901922955904,15.906332472230982,wandb
300,1777901683.5316856,1.534503698348999,2.28e-05,4.942881107330322,7.1195068359375,15099494400.0,399.4890051384508,59.444295316761895,19.93512007049289,wandb
310,1779631317.9825382,0.958547055721283,2.28e-05,4.879338264465332,6.276588439941406,15602810880.0,285.30318560070543,42.453350659259236,14.237070828702901,wandb
320,1779631789.2187643,1.2406846284866333,2.28e-05,4.822526454925537,5.95941162109375,16106127360.0,262.9345244398087,39.124875325055484,13.120839993002917,wandb
330,1779632370.1312532,1.397497534751892,2.28e-05,4.773469924926758,6.145979404449463,16609443840.0,172.86656309306397,25.72268797069001,8.626309227808022,wandb
340,1779633442.3900857,0.959318995475769,2.28e-05,4.693168640136719,5.733020782470703,17112760320.0,392.0271717900187,58.333968325372155,19.56276302978923,wandb
350,1779633845.365499,0.8666576147079468,2.28e-05,4.666037082672119,6.471029281616211,17616076800.0,408.047899188066,60.717865850433725,20.362222139273417,wandb
360,1779634453.807235,0.6763210296630859,2.28e-05,4.622234344482422,5.862725257873535,18119393280.0,363.91249146321445,54.15048057330323,18.15979693848435,wandb
370,1779636645.812581,1.1920576095581055,2.28e-05,4.6117024421691895,5.900478363037109,18622709760.0,200.91847758055553,29.896836113808707,10.026143206521743,wandb
380,1779637082.3104458,0.8789862990379333,2.28e-05,4.537503242492676,5.749295234680176,19126026240.0,396.6512176813684,59.02203018937361,19.79351008132217,wandb
390,1779637498.9547856,0.9835230708122253,2.28e-05,4.491619110107422,5.95236873626709,19629342720.0,395.91997962501193,58.91322136006968,19.757020169795002,wandb
400,1779637924.9728973,1.092301845550537,2.28e-05,4.463613510131836,5.494681358337402,20132659200.0,400.5355660311042,59.600024445648195,19.987345079911854,wandb
410,1779638758.4045992,1.2743114233016968,2.28e-05,4.426538467407227,5.725996971130371,20635975680.0,388.14168051223743,57.755804000456415,19.368870997319956,wandb
420,1779639164.1101954,1.0566004514694214,2.28e-05,4.402201175689697,5.5824432373046875,21139292160.0,413.94163808865005,61.59485908734342,20.656328838421636,wandb
430,1779639570.582577,1.0335010290145874,2.28e-05,4.350564002990723,6.171717166900635,21642608640.0,375.51291030857243,55.87663251934391,18.73867580517575,wandb
440,1779639988.1039548,1.0361714363098145,2.28e-05,4.319659233093262,5.766953945159912,22145925120.0,405.1539614366197,60.28724551267078,20.217810163450398,wandb
450,1779640413.5550945,0.8427442908287048,2.28e-05,4.267999649047852,6.387256622314453,22649241600.0,399.7415987356658,59.48188145353872,19.94772488220172,wandb
460,1779640815.284205,1.0901771783828735,2.28e-05,4.261620998382568,5.390239715576172,23152558080.0,406.4159993572909,60.47503780205139,20.280787810290455,wandb
470,1779641474.144824,0.750493586063385,2.28e-05,4.203407287597656,5.179591178894043,23655874560.0,406.19349328262734,60.441928713586016,20.269684412555407,wandb
480,1779641880.6825523,0.9889324903488159,2.28e-05,4.1772565841674805,5.790208339691162,24159191040.0,410.42137749312894,61.071041390884936,20.480662382653183,wandb
490,1779642284.1821365,0.8735998868942261,2.28e-05,4.126296043395996,5.511058807373047,24662507520.0,414.5833829321318,61.69035125234235,20.68835290002252,wandb
500,1779642696.7096946,1.0969327688217163,2.28e-05,4.116222381591797,5.806403160095215,25165824000.0,291.94978827559214,43.4423706502405,14.56874659619694,wandb
510,1779643510.0984576,0.7235840559005737,2.28e-05,4.0726141929626465,5.335973262786865,25669140480.0,389.376730725879,57.93958049664633,19.430501915781655,wandb
520,1779643925.3401341,0.7580710053443909,2.28e-05,4.047889709472656,5.322746276855469,26172456960.0,401.714460502751,59.77544492085147,20.046173739876036,wandb
530,1779644334.9767263,0.8729971051216125,2.28e-05,4.020999908447266,5.6421003341674805,26675773440.0,415.4963588120311,61.82620282053008,20.733911810413428,wandb
540,1779644745.0861928,0.6294388175010681,2.28e-05,3.99180269241333,5.434422492980957,27179089920.0,407.11409131466644,60.57891446433427,20.315623680143005,wandb
550,1779645150.7664716,0.43565306067466736,2.28e-05,3.949246883392334,5.313140869140625,27682406400.0,413.92403334474335,61.59223948684803,20.655450334435105,wandb
560,1779645552.5763319,0.6843991279602051,2.28e-05,3.9396228790283203,5.353677749633789,28185722880.0,414.0710101680288,61.61410976006136,20.662784705549424,wandb
570,1779645971.871787,0.5860520601272583,2.28e-05,3.9262237548828125,4.949678421020508,28689039360.0,398.2032562670088,59.25297481823978,19.870959210486706,wandb
580,1779646393.5358262,0.5368776321411133,2.28e-05,3.875992774963379,5.56447696685791,29192355840.0,397.32984287177004,59.12301018058425,19.8273745293533,wandb
590,1779646800.5529196,0.6548246741294861,2.28e-05,3.8688056468963623,5.23679256439209,29695672320.0,413.97156359747163,61.599312027877495,20.65782216765938,wandb
600,1779647208.1404424,0.5043022632598877,2.28e-05,3.84043025970459,4.6083574295043945,30198988800.0,380.1599060455447,56.568109339409524,18.970568089549143,wandb
610,1779648000.7441714,0.597331166267395,2.28e-05,3.8271050453186035,5.120502471923828,30702305280.0,407.2997108752812,60.606534808914034,20.324886383698527,wandb
620,1779648403.6137292,0.5421987771987915,2.28e-05,3.813122034072876,5.256575584411621,31205621760.0,414.0847281364526,61.616151005141056,20.663469253419663,wandb
630,1779648831.2191868,0.4911765456199646,2.28e-05,3.779858350753784,4.9132232666015625,31708938240.0,333.61547811691776,49.64225985781953,16.64792904958856,wandb
640,1779649240.0047379,0.9049604535102844,2.28e-05,3.8017754554748535,5.003007888793945,32212254720.0,415.774271780648,61.86755650077241,20.747780097968942,wandb
650,1779649635.6594973,0.540953516960144,2.28e-05,3.7548575401306152,5.414359092712402,32715571200.0,408.42532373004616,60.774026935331385,20.38105620845967,wandb
660,1779650049.0155666,0.813018798828125,2.28e-05,3.760237693786621,4.955278396606445,33218887680.0,411.6301274132427,61.25090438158339,20.5409808757349,wandb
670,1779650448.7818892,0.3833467364311218,2.28e-05,3.7252540588378906,5.037035942077637,33722204160.0,406.2225421410892,60.44625120781943,20.271133995582474,wandb
680,1779650845.4984076,0.6314998269081116,2.28e-05,3.716832399368286,5.084859848022461,34225520640.0,416.89919063799647,62.034945359798556,20.80391529118416,wandb
690,1779651251.2035184,0.525600254535675,2.28e-05,3.697481632232666,4.594283103942871,34728837120.0,409.9467701807939,61.000419429151194,20.45697874271307,wandb
700,1779651650.106087,0.4881945252418518,2.28e-05,3.6730875968933105,4.93831729888916,35232153600.0,410.0013646652838,61.00854313372614,20.459703092043075,wandb
710,1779652440.2378242,0.4894118309020996,2.28e-05,3.6562418937683105,4.820497035980225,35735470080.0,416.0644479786086,61.910734959712684,20.762260339661548,wandb
720,1779652837.3715453,0.5259591937065125,2.28e-05,3.63992977142334,4.536353588104248,36238786560.0,412.36401537757564,61.36010751939217,20.57760302177418,wandb
730,1779653235.7980251,0.41361600160598755,2.28e-05,3.629849433898926,4.757132530212402,36742103040.0,412.6844498915929,61.40778844085914,20.593593200300997,wandb
740,1779653637.9284432,0.6395522952079773,2.28e-05,3.6233296394348145,5.236207962036133,37245419520.0,374.3550728378827,55.70434534334856,18.680897922171646,wandb
750,1779654042.4955168,0.47157520055770874,2.28e-05,3.599203586578369,4.511478424072266,37748736000.0,411.04098274551103,61.163239166364775,20.511581644369194,wandb
760,1779654446.052206,0.6564551591873169,2.28e-05,3.601956844329834,4.703188896179199,38252052480.0,410.6921456553571,61.11133191801043,20.49417413330428,wandb
770,1779654842.422416,0.48718973994255066,2.28e-05,3.5684516429901123,4.790899276733398,38755368960.0,415.84982968162416,61.8787995791084,20.75155055424899,wandb
780,1779655239.3126209,0.3361279368400574,2.28e-05,3.563789129257202,4.747313499450684,39258685440.0,415.0243897957302,61.75597343943452,20.71035982553152,wandb
790,1779655647.5433514,0.5583746433258057,2.28e-05,3.559427499771118,5.215664863586426,39762001920.0,411.6591612057176,61.255224633985456,20.542429706945885,wandb
800,1779656045.150184,0.3630068898200989,2.28e-05,3.5368685722351074,4.302513599395752,40265318400.0,408.9869150770822,60.85759219357667,20.409080486449078,wandb
810,1779656880.236019,0.483798086643219,2.28e-05,3.508333683013916,4.61737585067749,40768634880.0,288.3053482519748,42.900074951881905,14.386883394641886,wandb
820,1779657294.9274023,0.4545024335384369,2.28e-05,3.4967703819274902,4.742778778076172,41271951360.0,409.6576867053324,60.957403568225125,20.44255302956554,wandb
830,1779657701.7055426,0.4126957654953003,2.28e-05,3.5097055435180664,4.471405982971191,41775267840.0,416.50298217881783,61.97598921244163,20.784143875437852,wandb
840,1779658099.182677,0.49390068650245667,2.28e-05,3.5033421516418457,4.9719743728637695,42278584320.0,411.1220054541392,61.175295412612115,20.51562480301477,wandb
850,1779658497.356787,0.42862051725387573,2.28e-05,3.485910177230835,4.466448783874512,42781900800.0,414.11905009444854,61.62125814095885,20.665181972280262,wandb
860,1779658942.0540242,0.5559817552566528,2.28e-05,3.4979734420776367,4.547110557556152,43285217280.0,386.18948075991295,57.46531505807797,19.271453206182784,wandb
870,1779659345.7005153,0.5250544548034668,2.28e-05,3.4849748611450195,4.518143653869629,43788533760.0,412.40614978501895,61.366377154167694,20.579705593961847,wandb
880,1779659978.2160628,0.6082849502563477,2.28e-05,3.477949380874634,5.309490203857422,44291850240.0,411.3748300442103,61.212915921317524,20.528241141624875,wandb
890,1779660396.6384933,0.4006624221801758,2.28e-05,3.454014778137207,4.5174946784973145,44795166720.0,367.892237891878,54.74267014284924,18.35839244896161,wandb
900,1779660798.2342412,0.3350280225276947,2.28e-05,3.442638874053955,4.504721641540527,45298483200.0,415.2809036425842,61.79414291260924,20.723160263768875,wandb
910,1779661588.3636193,0.4057368338108063,2.28e-05,3.4405369758605957,4.32929801940918,45801799680.0,415.2979541714098,61.79668004544088,20.724011111564515,wandb
920,1779662012.2388203,0.5179553031921387,2.28e-05,3.426879405975342,4.371394157409668,46305116160.0,406.4597866984436,60.48155339473389,20.282972866430224,wandb
930,1779662410.6545014,0.3592548966407776,2.28e-05,3.4249746799468994,4.5865278244018555,46808432640.0,412.6407312584828,61.40128307199038,20.591411572798968,wandb
940,1779662932.7135022,0.5048654675483704,2.28e-05,3.418015480041504,4.217029571533203,47311749120.0,99.34413034493332,14.78248899532155,4.957425964798661,wandb
950,1779663328.6819568,0.5654910206794739,2.28e-05,3.423771858215332,4.695018768310547,47815065600.0,414.86982547171556,61.73297413981931,20.702646826379567,wandb
960,1779664497.5728474,0.3483777642250061,2.28e-05,3.3873188495635986,4.749488830566406,48318382080.0,412.9207265585526,61.44294660488006,20.60538377191902,wandb
970,1779664894.0215487,0.4356483519077301,2.28e-05,3.3876399993896484,4.253716468811035,48821698560.0,412.6845058787514,61.407796771794764,20.593595994146916,wandb
980,1779665291.4619367,0.4531610906124115,2.28e-05,3.380664587020874,4.053511619567871,49325015040.0,411.2553998758469,61.19514461320489,20.52228139125443,wandb
990,1779665691.950408,0.3617796301841736,2.28e-05,3.3694944381713867,4.333696365356445,49828331520.0,415.79600634055066,61.87079062131344,20.74886468616978,wandb
1000,1779666090.5613906,0.47292307019233704,2.28e-05,3.3643739223480225,4.241471290588379,50331648000.0,407.7319643545174,60.6708544851527,20.346456501770923,wandb
1010,1779666892.2261899,0.5336338877677917,2.28e-05,3.3624625205993652,4.521756172180176,50834964480.0,413.16592119720116,61.47943177048521,20.617619364136146,wandb
1020,1779667296.8346968,0.33057138323783875,2.28e-05,3.339885711669922,4.910195350646973,51338280960.0,406.5027304732775,60.487943464048456,20.2851158273042,wandb
1030,1779667702.1135552,0.34624963998794556,2.28e-05,3.333834648132324,4.316337585449219,51841597440.0,413.79894800303975,61.57362668425175,20.649208382156456,wandb
1040,1779668101.800893,0.3622289299964905,2.28e-05,3.325375556945801,4.800967216491699,52344913920.0,415.5960675914691,61.841039569612896,20.738887432932724,wandb
1050,1779668499.2714283,0.3624040484428406,2.28e-05,3.314575433731079,4.2672224044799805,52848230400.0,415.77309520566297,61.86738142543874,20.747721385054952,wandb
1060,1779668896.5002382,0.3684307038784027,2.28e-05,3.3072056770324707,4.397103309631348,53351546880.0,413.44925624618827,61.52159226078391,20.631758221899656,wandb
1070,1779669502.535597,0.3262563645839691,2.28e-05,3.305124282836914,4.410930156707764,53854863360.0,414.68788727928757,61.70590158587921,20.693567828798134,wandb
1080,1779669900.1836035,0.5558456182479858,2.28e-05,3.3128201961517334,4.167840003967285,54358179840.0,394.8278208912505,58.750707234605834,19.702519757484463,wandb
1090,1779670300.649882,0.4146420359611511,2.28e-05,3.297800064086914,4.152612686157227,54861496320.0,409.346604893324,60.91111433657458,20.42702956535409,wandb
1100,1779670695.4256482,0.3424990773200989,2.28e-05,3.2897520065307617,4.798253059387207,55364812800.0,417.480563880088,62.121454180436,20.832926716374324,wandb
1110,1782684375.130553,0.4001139998435974,2.28e-05,3.2740869522094727,4.494150161743164,55868129280.0,438.44606290579935,65.24113782508536,21.879137588361925,wandb
1120,1782684750.037657,0.4379655122756958,2.28e-05,3.275932788848877,4.42611837387085,56371445760.0,438.2651481946841,65.21421756601352,21.87010966408313,wandb
1130,1782685124.1845517,0.3641049265861511,2.28e-05,3.2630085945129395,4.306309700012207,56874762240.0,437.82010304241476,65.14799447821758,21.847901221715095,wandb
1140,1782685498.8501494,0.3512240946292877,2.28e-05,3.2577736377716064,4.3518171310424805,57378078720.0,437.8999914624232,65.15988194137749,21.851887777601803,wandb
1150,1782685873.4717646,0.4160974323749542,2.28e-05,3.258223533630371,4.4563679695129395,57881395200.0,435.68317006932205,64.8300170793637,21.741264956753472,wandb
1160,1782686248.8470542,0.32726427912712097,2.28e-05,3.2406632900238037,4.373287677764893,58384711680.0,432.2211410007332,64.3148642824123,21.568504344365813,wandb
1170,1782686624.262326,0.4277079701423645,2.28e-05,3.2384986877441406,4.395864009857178,58888028160.0,437.45269044948253,65.09332317964257,21.82956676429248,wandb
