1	7.23764
2	7.19355
3	7.12284
4	7.04220
5	6.96053
6	6.88341
7	6.80775
8	6.71717
9	6.62900
10	6.53976
11	6.44976
12	6.37415
13	6.29792
14	6.23216
15	6.17157
16	6.11997
17	6.06612
18	6.02049
19	5.97509
20	5.93775
21	5.90085
22	5.85963
23	5.83018
24	5.79771
25	5.76398
26	5.73477
27	5.70952
28	5.67573
29	5.64424
30	5.60526
31	5.56582
32	5.51993
33	5.46266
34	5.40998
35	5.35725
36	5.31310
37	5.26954
38	5.23017
39	5.18754
40	5.15115
41	5.12003
42	5.08141
43	5.05047
44	5.01065
45	4.98168
46	4.95059
47	4.91329
48	4.87104
49	4.83310
50	4.79165
51	4.75245
52	4.70435
53	4.65685
54	4.60834
55	4.55835
56	4.51735
57	4.46369
58	4.41841
59	4.37892
60	4.33540
61	4.29329
62	4.24496
63	4.20909
64	4.17115
65	4.12971
66	4.09247
67	4.04830
68	4.01419
69	3.97510
70	3.93488
71	3.90058
72	3.86547
73	3.83156
74	3.80483
75	3.77600
76	3.74103
77	3.71717
78	3.68925
79	3.66139
80	3.63926
81	3.61521
82	3.58969
83	3.56635
84	3.54197
85	3.52268
86	3.50197
87	3.48207
88	3.46333
89	3.44674
90	3.42173
91	3.40866
92	3.38377
93	3.36779
94	3.35507
95	3.34048
96	3.32124
97	3.31395
98	3.29204
99	3.29040
100	3.27084
101	3.25300
102	3.24201
103	3.23856
104	3.22299
105	3.20667
106	3.20195
107	3.19007
108	3.17647
109	3.17011
110	3.15642
111	3.14847
112	3.13854
113	3.12831
114	3.12137
115	3.11200
116	3.10567
117	3.09023
118	3.09138
119	3.08010
120	3.06977
121	3.06262
122	3.05333
123	3.05001
124	3.04617
125	3.03818
126	3.02931
127	3.02074
128	3.01989
129	3.01426
130	3.00819
131	2.99683
132	2.99457
133	2.99166
134	2.98653
135	2.98030
136	2.96970
137	2.97246
138	2.96158
139	2.95715
140	2.95323
141	2.94614
142	2.94059
143	2.93799
144	2.93759
145	2.93414
146	2.92116
147	2.92567
148	2.91936
149	2.91758
150	2.91888
151	2.90659
152	2.90709
153	2.89760
154	2.89601
155	2.88546
156	2.88966
157	2.88637
158	2.88680
159	2.88304
160	2.87662
161	2.86823
162	2.87423
163	2.86855
164	2.86643
165	2.86505
166	2.85974
167	2.85987
168	2.85601
169	2.84972
170	2.85192
171	2.84757
172	2.85105
173	2.84462
174	2.84589
175	2.83719
176	2.83392
177	2.83523
178	2.82858
179	2.82974
180	2.82807
181	2.82706
182	2.82796
183	2.82393
184	2.82073
185	2.81713
186	2.81432
187	2.81108
188	2.81079
189	2.80456
190	2.80828
191	2.81914
192	2.81039
193	2.81341
194	2.80499
195	2.80605
196	2.80163
197	2.80154
198	2.79544
199	2.79804
200	2.79502
201	2.79822
202	2.79344
203	2.80069
204	2.79384
205	2.79461
206	2.78857
207	2.79118
208	2.78497
209	2.78717
210	2.77975
211	2.77865
212	2.78134
213	2.77508
214	2.77862
215	2.77668
216	2.77293
217	2.77820
218	2.76988
219	2.77663
220	2.77123
221	2.77177
222	2.76840
223	2.76989
224	2.76873
225	2.76954
226	2.76668
227	2.75932
228	2.75733
229	2.75765
230	2.75535
231	2.75568
232	2.75455
233	2.75748
234	2.75471
235	2.75531
236	2.75273
237	2.74627
238	2.75291
239	2.74608
240	2.74512
241	2.74826
242	2.74611
243	2.74049
244	2.74499
245	2.74304
246	2.73930
247	2.74137
248	2.74054
249	2.74431
250	2.74174
251	2.73938
252	2.73653
253	2.74372
254	2.74169
255	2.73815
256	2.73618
257	2.73350
258	2.73295
259	2.73576
260	2.73388
261	2.73787
262	2.74257
263	2.73145
264	2.73635
265	2.73026
266	2.72482
267	2.73194
268	2.72860
269	2.73149
270	2.72716
271	2.73133
272	2.72910
273	2.72391
274	2.72655
275	2.72221
276	2.72232
277	2.72395
278	2.72174
279	2.72146
280	2.72289
281	2.72080
282	2.71660
283	2.71586
284	2.72064
285	2.71372
286	2.71813
287	2.72675
288	2.71203
289	2.71419
290	2.71602
291	2.71621
292	2.71752
293	2.71302
294	2.71537
295	2.71136
296	2.71231
297	2.70988
298	2.70906
299	2.71350
300	2.70767
301	2.70746
302	2.71038
303	2.70921
304	2.71746
305	2.70975
306	2.71023
307	2.70824
308	2.70632
309	2.70744
310	2.71260
311	2.70581
312	2.70711
313	2.70543
314	2.70425
315	2.70312
316	2.70979
317	2.70318
318	2.70544
319	2.70550
320	2.70245
321	2.70550
322	2.70085
323	2.70643
324	2.70433
325	2.70407
326	2.70236
327	2.69937
328	2.70421
329	2.70202
330	2.70257
331	2.69952
332	2.69881
333	2.70027
334	2.69920
335	2.69784
336	2.70168
337	2.70029
338	2.69956
339	2.70241
